text,task_1,split
faith based school cofounded nicholas sparks accused homophobic  racist policies ideology  resist  resisttrump  fucktrump https   co yrra wjmfx,HOF,train
trump prison  white house  sharing cell ostrich leather loving best friend fellow traitor paul manafort  imagine bedtime stories could tell regarding deep love vladimir putin   trumpisatraitor,HOF,train
 noremainnogain people would want johnson pm  one message  get us eu  mind racists  liars  misogynists  tax cuts  xenophobes etc  believe    johnson  farage brexit terms voters       borisjohnsonshouldnotbepm,HOF,train
    lakh doctors participate nationwide strike   th june    good   doctorsprotest  doctorsstrike  doctorsfightback https   co stwumf qmx,HOF,train
cant believe thought  nicolassarkozy  berlusconi useless politicians time ,HOF,train
 hitler sexy legs nazi douchebag   overheard  oolala  paintmelikeoneofyourfrenchgirls  nazi  douchebag,HOF,train
 rudygiuliani  realdonaldtrump ffs   babbling   delusional   trumpsworsethannixon  magastupid  trumpisadisgrace  trumpisatraitor https   co dtiy lclyp,HOF,train
hitler   anyone   anyone   hitler shit   hitler   fucktrump  fuckthegop https   co  yagjcrs,HOF,train
 johnnymerceruk  look record london    johnny  atrocious     borisjohnsonshouldnotbepm,HOF,train
 forget parsees save    congbachaorahulhatao  congressneveragain  congressmuktmaharashtra  congressparty  congresschorhai  rajivviraatvacation  rajivgandhichorhai  rahulscorpenelink  rahulnowliability  congratulationsmheshimiwa  abkibaar   paar  abhoganyay  congressmuktbharat https   co ahrf pj xm,HOF,train
gop congress find utterly disgusting  almost impossible listen try justify fucked trump  really disheartening  fucktrump  fuckthegop,HOF,train
 mikelikessports  robertklemko lock sexual predator  perv  molester  rapist,HOF,train
 cnn yet likes  rapist  brockturner roam free    ,HOF,train
trumperrhoids want swamp drained      time dump trump  idiot grifter  pissing future away     fucktrump  trump     https   co svwfsexjj ,HOF,train
muslims  general nuisance tolerated rest world     savebengal   doctorsfightback    doctorsstrike    mamtabanerjee,HOF,train
 ikseshwarappa sir met homefor helping us   tgsfraud  year  till date support cid judgement honurable court support  bjp karnataka  dreamzgkfraud  imafraud long want watch scams ,HOF,train
 realdonaldtrump loser     senileaf  stablegenius  racist  rapist  pervert  treason  resist  unstablepresident,HOF,train
sat downstairs watching tv  daughter bed upstairs    yo  blankie  blankie  blankie      shout stairs    babe  know come call    hubby   dick    dickhead  kids  mumblog  blanket,HOF,train
well   maybe hillary sold uranium      douchebag https   co jjz  vzlvu,HOF,train
 pride  lgbt  proud  fucktrump fuck everyone else luv u         https   co p rp myqiy,HOF,train
 chiefkeef  babymomma  predator   rapist  periodt   chicago  illinois https   co hxgsteeovb,HOF,train
non supporters     aka non idiots    demand  realdonaldtrump serve least one life term prison    trumpisatraitor  trumpisamoron https   co enrdtmtx j,HOF,train
 toilynnkelly   lacrime   sugeknight   murderer helped gang people including tmz  https   co mdjmweysj ,HOF,train
 politico mean trump thinks john f kennedy     kennedy calls us bear burden long twilight struggle     common enemies man  tyranny  poverty  disease  war       trump makes mockery country       trumpisatraitor,HOF,train
deceive us   us knew shit bill truly say  life simulation sad     imma live best life dope shit regardless  figure  oh btw     fucktrump https   co tl fecnt,HOF,train
hope boycott world cup organise tournament name world cup play every army uniform available    indiawithdhoni  dhonikeepstheglove,HOF,train
 realdonaldtrump presidential harassment  called  president   try  traitor       fucktrump https   co kd cm  z  ,HOF,train
 presssec  realdonaldtrump one hire  amiright   sarahhuckabeesanders  trumplieseverytimehespeaks  trumpisatraitor,HOF,train
hey doug ford  party pushing ass  agree mr sutherland  must horrified hear compare grandfather   embarassmentinpolitics   douchebag https   co apl tam nn,HOF,train
 racists equal rights functional members society  amp  hopes bright future   mutually exclusive     racistinchief  whitesupremacy  truth  truthmatters  truthhurts  truthwins  hypocrisy  hypocrites  trump  trumpisatraitor  resisters  resistanceunited  resisttrump https   co nraeb sj c,HOF,train
could dying hear doctors virus bitch baby temp     fuck virus  puke  oh wait shes teething hahaha ok ,HOF,train
leadership contest    boris l steer clear  let bbc suck neverwozzers slagging tv  amp  turning media circus  good    borisjohnsonshouldnotbepm   leadershiphustings https   co f xdb h oe,HOF,train
   ima scam  md mansoor khan  fraudster behind ima ponzi scam         imascam  imafraud  mansoorkhan  bengaluru  ponzischeme    https   co eijws   kx,HOF,train
donald trump medical malice  resist  resisttrump  fucktrump https   co pygnxjmn  ,HOF,train
boris johnson full shit  wants prime minister role toy spoiled bastard never  ok play u k  n toss broken  normal people ones suffering whilst mega rich lying bastard wont give flying fuck,HOF,train
yes true favour  terroristnationpakistan   https   co pktsraojkg,HOF,train
tragedy world right number countries buying fucking idiot leaders  selling shitty explanations  lives shitty  solution  trumpisatraitor,HOF,train
 thequint stop rain   shameonicc,HOF,train
 crookedtrump circles  oann drain https   co ovrubzuddp    trumpisatraitor,HOF,train
know many people need  unfollowtrump bc never followed first place  may suggest adding  blocktrump equation  tweets something idiotic use screencap instead rt   give satisfaction bc  trumpisatraitor,HOF,train
 maggienyt  jaketapper trump pathological liar    thinks americans stupid smh     liarinchief  conman  douchebag  impeachtrump  resist https   co vjknazzk  ,HOF,train
 donaldjtrumpjr rich coming douchbag steals    trumpcrimefamily cancer charity    trumpisatraitor   trumpcesspool,HOF,train
saw srk fans using  shameonicc tag blaming icc disasters    know cricket icc   baap ko gyan de rahe hai    need fake viewers like  chalte bano,HOF,train
anyone want moron running country  borisjohnson  stand running totally disgusting ashamed  borisjohnsonshouldnotbepm https   co vdoyuzrwir,HOF,train
 danawhite  drockett   think dana way order  give fuck fans  talking one like  donny absolutely right us feel  dana turning promotion circus one ppv time  dickhead,HOF,train
 slydude      realdonaldtrump liar chief stop lying   fucktrump  impeach    impeachtrump https   co   asc eat ,HOF,train
 realdonaldtrump taking sides russians  trumpisatraitor,HOF,train
blame autocorrect     every time type word   trump  replaces   dickhead  get right sometimes https   co  epb amt  ,HOF,train
shoutout blind pti followers    read understand level deception druggy captain sold                             pakistan   ptigovernment   imranhataomulkbachao   pmln                            https   co sxaea  vhy,HOF,train
 devincow  repmikejohnson think entire gop using ghost traders  amp  reaping millions trumps phoney tariff nonsense   insidertrumping   trumptraitor    fucktrump   trumpdeathcamps,HOF,train
 mlb love pulls bush league shit remembers thank lord savior crosses plate     spareme   douchebag      sanfrancisco  sfgiants  losangeles  dodgers  mlb,HOF,train
 senatemajldr hey  ditchmitch   holds purse   good luck get funds  derangeddonald  pet products  oh happy  johnmccainday   say   byebye  cow   sorry  devincow    sarahsanderslied   johnmccaindayjune    trumpisatraitor  trumpcrimefamily  lawlesspresident  tuckfrump,HOF,train
 friday  june                        trumpisatraitor      fakepresident              wearenotok  trumpmustgo https   co vpdybdqztb,HOF,train
 republic  dhonikeepstheglove  dhonikeepthegloves   icc  iccmediacomms go hell icc    giving away anything    ask pakistan team stop praying namaz field first     bcci guts back bone stand hypocrasy icc  sudhirchaudhary  zeenews,HOF,train
 robreiner fucking stupid   fucktrump,HOF,train
mob attacked doctors  mamataofficial  wbpolice would beat     since mamata special community attacked doctors instead  perfect exemplar indian secularism      doctorsfightback    savebengal https   co pajjh bz,HOF,train
 therealoj   happy father day especially father buried daughter murdered  father buried son murdered  go away scumbag   murderer,HOF,train
 realdonaldtrump give research opponents  conducting legitimate state business     fact understand simple concept demonstrates unqualified job      impeachtrump    trumpisadisgrace    idiottrump,HOF,train
 realdonaldtrump  presssec biggest liar  donnie good news giving  time leave   fucksarahsanders  fucktrump https   co tdxbnsvy,HOF,train
    put     tank gas truck     two people eat mcdonalds   got extra     paycheck  thanks papi trump   fucktrump  asshole,HOF,train
 idiottrump reveals new proposed air force one designs   spend spend spend https   co izq bsth j,HOF,train
 spankymcdumbass  realdonaldtrump       shep smith told everyone read mueller report        fox news host told viewers     special counsel     exonerate president      oh dufus  little secrets          fucktrump   impeachthemf,HOF,train
 realdonaldtrump     fuck   reason bill delayed long  want give puerto rico help   asshole    fucktrump  impeach    assbanana,HOF,train
 kylegriffin   joyannreid love dumb people  manipulate anywhere want   fucktrump  trumpsbrockenpromises  impeachdonaldtrumpnow,HOF,train
got stress reliever evening  time read ignorant ass tweet give ole trump squeeze  seems really help   trumpism  fucktrump  votebluenomatterwho https   co   ndz afjd,HOF,train
hypocrit  icc     dhonikeepstheglove  dhonikeepthegloves  bcci https   co  ccc f x,HOF,train
 mi positive   chicagotst  thou wilt  implications neighbors  especially  satanic  serial  killing  women  rapist kind  https   co r yib  ,HOF,train
 iamfatimayyy  twitter  therealpcb  cricketworldcup  icc  twitterindia  imrankhanpti see ur terrorist public  awaam   u r neglected passport world      trust paki  terrorism blood dna      pkmkb  terroristnationpakistan  imrankhanprimeminister  pakvind,HOF,train
 cricbuzz quite sure would beaten hell  meninblue   performing low profile teams doesnt make rockstar     iccraincup       cwc      shameonicc,HOF,train
mamata didi  goons terrorising doctors across state yet left leaning self certified liberals calling  terrorism        remember  motive political target indiscriminate  qualifies terrorism     doctorsprotest  doctorsfightback,HOF,train
 danteatkins  livegreenordie good  give fake briefings  tell things  know difference     trumpisatraitor,HOF,train
new polling shows pete buttigieg would beat donald trump general election  resist  resisttrump  fucktrump https   co  e lnmpwzz,HOF,train
 alabama fuckin  sick   court forces  rape survivor allow  rapist visitation children https   co oyvpfa aqe,HOF,train
 therealoj   find real killer yet   get update investigation    felon  murderer,HOF,train
boris even pm yet already destroying trade eu enriching friends   know type boris get   inept  indolent offensive   uk trump without economic firepower nutter    borisjohnsonshouldnotbepm  borisjohnson https   co vxyettyyxq,HOF,train
